"y1_statefips","y2_statefips","y2_state","y2_state_name","n1","n2","AGI","Year"
50,22,"LA","Louisiana",31,47,1523,2020
50,2,"AK","Alaska",31,45,1584,2020
50,56,"WY","Wyoming",30,42,2049,2020
50,10,"DE","Delaware",28,48,1977,2020
50,20,"KS","Kansas",27,48,1707,2020
50,57,"FR","Foreign",25,48,2071,2020
50,40,"OK","Oklahoma",25,44,1388,2020
50,15,"HI","Hawaii",23,40,1552,2020
50,19,"IA","Iowa",22,38,1076,2020
50,46,"SD","South Dakota",21,30,1234,2020
50,31,"NE","Nebraska",19,31,706,2020
50,28,"MS","Mississippi",19,31,783,2020
50,5,"AR","Arkansas",16,24,598,2020
50,38,"ND","North Dakota",10,16,583,2020
51,96,"VA","VA Total Migration-US and Foreign",137121,261697,11589005,2020
51,97,"VA","VA Total Migration-US",133148,251296,11194982,2020
51,98,"VA","VA Total Migration-Foreign",3973,10401,394022,2020
51,97,"VA","VA Total Migration-Same State",200540,375942,13464305,2020
51,51,"VA","VA Non-migrants",2977061,6366892,289351031,2020
51,37,"NC","North Carolina",15103,29154,1168246,2020
51,24,"MD","Maryland",14262,25107,1149997,2020
51,12,"FL","Florida",13951,27123,1546132,2020
51,6,"CA","California",8582,16081,692460,2020
51,48,"TX","Texas",8316,17662,702927,2020
51,11,"DC","District Of Columbia",5802,7301,537573,2020
51,13,"GA","Georgia",5332,10677,430341,2020
51,42,"PA","Pennsylvania",5313,9339,418614,2020
51,36,"NY","New York",5083,8206,354208,2020
51,45,"SC","South Carolina",4633,9266,457701,2020
51,47,"TN","Tennessee",4197,8277,304765,2020
51,57,"FR","Foreign",3973,10401,394022,2020
51,54,"WV","West Virginia",3460,6529,213226,2020
51,8,"CO","Colorado",3148,5891,286968,2020
51,39,"OH","Ohio",2752,5450,199431,2020
51,53,"WA","Washington",2606,5181,230382,2020
51,34,"NJ","New Jersey",2524,4295,203285,2020
51,17,"IL","Illinois",2133,4005,130825,2020
51,4,"AZ","Arizona",1982,3911,205108,2020
51,25,"MA","Massachusetts",1897,3047,149342,2020
51,26,"MI","Michigan",1699,3298,139878,2020
51,1,"AL","Alabama",1559,3453,142140,2020
51,21,"KY","Kentucky",1196,2524,78739,2020
51,29,"MO","Missouri",1121,2310,89295,2020
51,15,"HI","Hawaii",1120,2756,96434,2020
51,18,"IN","Indiana",1117,2250,77535,2020
51,9,"CT","Connecticut",1109,2086,90397,2020
51,32,"NV","Nevada",987,1860,92683,2020
51,10,"DE","Delaware",956,1721,95461,2020
51,22,"LA","Louisiana",926,1737,60149,2020
51,49,"UT","Utah",806,1994,87964,2020
51,41,"OR","Oregon",797,1372,59842,2020
51,27,"MN","Minnesota",766,1394,64780,2020
51,55,"WI","Wisconsin",725,1332,56715,2020
51,40,"OK","Oklahoma",705,1512,46579,2020
51,28,"MS","Mississippi",658,1390,42915,2020
51,20,"KS","Kansas",657,1545,48432,2020
51,35,"NM","New Mexico",589,1105,55764,2020
51,23,"ME","Maine",556,1042,50725,2020
51,5,"AR","Arkansas",527,1067,40630,2020
51,33,"NH","New Hampshire",453,827,45320,2020
51,19,"IA","Iowa",436,810,29412,2020
51,2,"AK","Alaska",409,851,26214,2020
51,44,"RI","Rhode Island",400,865,35319,2020
51,16,"ID","Idaho",380,907,36477,2020
51,31,"NE","Nebraska",369,741,27729,2020
51,30,"MT","Montana",307,602,34173,2020
51,50,"VT","Vermont",237,409,20006,2020
51,46,"SD","South Dakota",208,469,20529,2020
51,56,"WY","Wyoming",154,284,11555,2020
51,38,"ND","North Dakota",143,281,9659,2020
53,96,"WA","WA Total Migration-US and Foreign",107352,204767,9038589,2020
53,97,"WA","WA Total Migration-US",105849,201318,8947449,2020
53,98,"WA","WA Total Migration-Foreign",1503,3449,91140,2020
53,97,"WA","WA Total Migration-Same State",110602,199820,8053083,2020
53,53,"WA","WA Non-migrants",2859147,6017597,299402887,2020
53,6,"CA","California",16548,28578,1545348,2020
53,41,"OR","Oregon",12794,21515,918047,2020
53,48,"TX","Texas",8387,17930,728485,2020
53,4,"AZ","Arizona",8024,15066,773053,2020
53,16,"ID","Idaho",6799,14320,550534,2020
53,12,"FL","Florida",4731,9249,449436,2020
53,8,"CO","Colorado",3416,5963,318913,2020
53,32,"NV","Nevada",2672,4854,207403,2020
53,30,"MT","Montana",2488,4789,186002,2020
53,51,"VA","Virginia",2443,5280,261770,2020
53,36,"NY","New York",2349,3613,217281,2020
53,37,"NC","North Carolina",2204,4541,173572,2020
53,49,"UT","Utah",2131,4818,189781,2020
53,13,"GA","Georgia",2099,4695,153874,2020
53,17,"IL","Illinois",1905,3272,158778,2020
53,15,"HI","Hawaii",1762,3566,134201,2020
53,47,"TN","Tennessee",1584,3426,134972,2020
53,57,"FR","Foreign",1503,3449,91140,2020
53,39,"OH","Ohio",1434,2792,111410,2020
53,29,"MO","Missouri",1405,2995,96547,2020
53,2,"AK","Alaska",1369,2566,85585,2020
53,42,"PA","Pennsylvania",1362,2451,119729,2020
53,26,"MI","Michigan",1324,2419,110043,2020
53,27,"MN","Minnesota",1226,2275,98273,2020
53,45,"SC","South Carolina",1149,2589,81599,2020
53,25,"MA","Massachusetts",1122,1776,117971,2020
53,24,"MD","Maryland",1033,2136,81246,2020
53,40,"OK","Oklahoma",974,2161,58908,2020
53,55,"WI","Wisconsin",921,1657,67061,2020
53,35,"NM","New Mexico",872,1539,64835,2020
53,18,"IN","Indiana",872,1765,59678,2020
53,34,"NJ","New Jersey",860,1529,103897,2020
53,1,"AL","Alabama",745,1641,54515,2020
53,20,"KS","Kansas",730,1587,53290,2020
53,21,"KY","Kentucky",589,1351,43240,2020
53,22,"LA","Louisiana",559,1060,39664,2020
53,5,"AR","Arkansas",537,1114,34403,2020
53,19,"IA","Iowa",527,1059,32461,2020
53,9,"CT","Connecticut",455,829,43131,2020
53,56,"WY","Wyoming",431,782,61341,2020
53,46,"SD","South Dakota",404,806,29436,2020
53,38,"ND","North Dakota",397,840,22900,2020
53,31,"NE","Nebraska",389,856,30400,2020
53,11,"DC","District Of Columbia",342,464,35842,2020
53,28,"MS","Mississippi",324,707,22571,2020
53,23,"ME","Maine",296,542,19698,2020
53,33,"NH","New Hampshire",261,442,19733,2020
53,50,"VT","Vermont",178,283,12246,2020
53,44,"RI","Rhode Island",175,346,18145,2020
53,54,"WV","West Virginia",144,292,9231,2020
53,10,"DE","Delaware",107,192,6969,2020
54,96,"WV","WV Total Migration-US and Foreign",20099,37102,1145858,2020
54,97,"WV","WV Total Migration-US",20022,36945,1141275,2020
54,98,"WV","WV Total Migration-Foreign",77,157,4583,2020
54,97,"WV","WV Total Migration-Same State",17606,33887,781435,2020
54,54,"WV","WV Non-migrants",611432,1295199,38118475,2020
54,39,"OH","Ohio",3108,5890,143956,2020
54,51,"VA","Virginia",2741,5061,150951,2020
54,42,"PA","Pennsylvania",1866,3160,104937,2020
54,12,"FL","Florida",1752,3273,158234,2020
54,24,"MD","Maryland",1633,2915,77495,2020
54,37,"NC","North Carolina",1518,2895,83198,2020
54,45,"SC","South Carolina",877,1661,67588,2020
54,21,"KY","Kentucky",877,1787,23838,2020
54,48,"TX","Texas",634,1192,42737,2020
54,47,"TN","Tennessee",568,1042,33401,2020
54,13,"GA","Georgia",440,842,22191,2020
54,6,"CA","California",396,644,24135,2020
54,36,"NY","New York",300,490,17652,2020
54,8,"CO","Colorado",249,409,14205,2020
54,26,"MI","Michigan",220,410,11175,2020
54,18,"IN","Indiana",215,432,11833,2020
54,4,"AZ","Arizona",196,381,9465,2020
54,1,"AL","Alabama",196,401,13195,2020
54,17,"IL","Illinois",156,287,11500,2020
54,34,"NJ","New Jersey",149,236,6671,2020
54,53,"WA","Washington",128,224,6846,2020
54,29,"MO","Missouri",120,210,5917,2020
54,40,"OK","Oklahoma",109,203,6250,2020
54,25,"MA","Massachusetts",106,168,7185,2020
54,22,"LA","Louisiana",101,203,6401,2020
54,41,"OR","Oregon",92,125,4687,2020
54,55,"WI","Wisconsin",89,158,4116,2020
54,10,"DE","Delaware",88,155,6376,2020
54,32,"NV","Nevada",80,148,6353,2020
54,57,"FR","Foreign",77,157,4583,2020
54,28,"MS","Mississippi",77,160,3805,2020
54,5,"AR","Arkansas",76,147,3684,2020
54,49,"UT","Utah",70,121,3895,2020
54,9,"CT","Connecticut",68,123,3188,2020
54,11,"DC","District Of Columbia",65,102,4592,2020
54,27,"MN","Minnesota",64,118,3949,2020
54,23,"ME","Maine",59,112,3628,2020
54,19,"IA","Iowa",56,106,2622,2020
54,20,"KS","Kansas",55,123,3736,2020
54,31,"NE","Nebraska",51,113,3319,2020
54,46,"SD","South Dakota",46,84,2777,2020
54,16,"ID","Idaho",44,89,2529,2020
54,15,"HI","Hawaii",44,80,2458,2020
54,35,"NM","New Mexico",43,84,1976,2020
54,56,"WY","Wyoming",34,73,2795,2020
54,2,"AK","Alaska",34,82,1541,2020
54,30,"MT","Montana",32,65,1825,2020
54,33,"NH","New Hampshire",31,49,2362,2020
54,38,"ND","North Dakota",25,41,1046,2020
54,50,"VT","Vermont",22,39,1993,2020
54,44,"RI","Rhode Island",22,32,1067,2020
55,96,"WI","WI Total Migration-US and Foreign",53740,94325,3960512,2020
55,97,"WI","WI Total Migration-US",53436,93773,3947573,2020
55,98,"WI","WI Total Migration-Foreign",304,552,12939,2020
55,97,"WI","WI Total Migration-Same State",94854,163158,5998936,2020
55,55,"WI","WI Non-migrants",2276904,4733628,181159045,2020
55,27,"MN","Minnesota",7238,11561,426001,2020
55,17,"IL","Illinois",6961,11781,424343,2020
55,12,"FL","Florida",5042,9094,631183,2020
55,48,"TX","Texas",3419,6728,266813,2020
55,6,"CA","California",2770,4440,210148,2020
55,4,"AZ","Arizona",2752,5037,205630,2020
55,26,"MI","Michigan",2390,4180,154724,2020
55,8,"CO","Colorado",2052,3108,138747,2020
55,19,"IA","Iowa",1446,2560,80325,2020
55,37,"NC","North Carolina",1359,2588,106915,2020
55,47,"TN","Tennessee",1250,2400,88526,2020
55,13,"GA","Georgia",1228,2449,107593,2020
55,53,"WA","Washington",1181,1907,91126,2020
55,18,"IN","Indiana",1054,2035,63015,2020
55,39,"OH","Ohio",1017,1948,73777,2020
55,29,"MO","Missouri",937,1722,60322,2020
55,36,"NY","New York",910,1314,97826,2020
55,51,"VA","Virginia",764,1343,48793,2020
55,45,"SC","South Carolina",697,1401,88780,2020
55,42,"PA","Pennsylvania",697,1240,47670,2020
55,41,"OR","Oregon",649,982,35007,2020
55,32,"NV","Nevada",628,1104,31340,2020
55,25,"MA","Massachusetts",496,713,42989,2020
55,21,"KY","Kentucky",494,977,29820,2020
55,5,"AR","Arkansas",391,793,29008,2020
55,1,"AL","Alabama",386,795,22659,2020
55,49,"UT","Utah",379,773,25899,2020
55,24,"MD","Maryland",366,621,24739,2020
55,40,"OK","Oklahoma",325,773,15151,2020
55,20,"KS","Kansas",325,652,19866,2020
55,34,"NJ","New Jersey",318,541,27366,2020
55,46,"SD","South Dakota",307,558,20068,2020
55,57,"FR","Foreign",304,552,12939,2020
55,28,"MS","Mississippi",292,595,13950,2020
55,35,"NM","New Mexico",284,515,23850,2020
55,30,"MT","Montana",282,480,17669,2020
55,31,"NE","Nebraska",267,519,17199,2020
55,38,"ND","North Dakota",260,421,14144,2020
55,22,"LA","Louisiana",249,476,14087,2020
55,16,"ID","Idaho",229,443,14442,2020
55,15,"HI","Hawaii",179,294,10613,2020
55,9,"CT","Connecticut",176,353,14081,2020
55,2,"AK","Alaska",171,269,9016,2020
55,11,"DC","District Of Columbia",160,188,14968,2020
55,56,"WY","Wyoming",153,281,7572,2020
55,23,"ME","Maine",110,178,9106,2020
55,33,"NH","New Hampshire",104,171,10744,2020
55,54,"WV","West Virginia",78,124,5009,2020
55,50,"VT","Vermont",78,120,5183,2020
55,10,"DE","Delaware",69,136,5668,2020
55,44,"RI","Rhode Island",67,92,4107,2020
56,96,"WY","WY Total Migration-US and Foreign",12571,24309,865352,2020
56,97,"WY","WY Total Migration-US",12491,24120,860976,2020
56,98,"WY","WY Total Migration-Foreign",80,189,4376,2020
56,97,"WY","WY Total Migration-Same State",4905,9326,282181,2020
56,56,"WY","WY Non-migrants",212063,461778,19616241,2020
56,8,"CO","Colorado",1907,3223,112665,2020
56,48,"TX","Texas",908,1895,62627,2020
56,49,"UT","Utah",837,1846,53076,2020
56,30,"MT","Montana",805,1440,48466,2020
56,4,"AZ","Arizona",706,1290,58030,2020
56,16,"ID","Idaho",660,1458,42469,2020
56,6,"CA","California",574,1018,34765,2020
56,12,"FL","Florida",467,986,45390,2020
56,46,"SD","South Dakota",447,856,30216,2020
56,31,"NE","Nebraska",411,841,24490,2020
56,53,"WA","Washington",364,676,78237,2020
56,32,"NV","Nevada",327,654,21243,2020
56,41,"OR","Oregon",307,506,14683,2020
56,40,"OK","Oklahoma",226,485,14752,2020
56,29,"MO","Missouri",203,404,9606,2020
56,26,"MI","Michigan",202,402,10094,2020
56,35,"NM","New Mexico",200,384,13818,2020
56,37,"NC","North Carolina",182,339,9632,2020
56,38,"ND","North Dakota",179,386,13025,2020
56,27,"MN","Minnesota",165,324,9508,2020
56,20,"KS","Kansas",156,339,8044,2020
56,47,"TN","Tennessee",155,324,9846,2020
56,13,"GA","Georgia",145,307,9135,2020
56,17,"IL","Illinois",144,255,7546,2020
56,51,"VA","Virginia",141,277,10186,2020
56,42,"PA","Pennsylvania",128,260,6371,2020
56,39,"OH","Ohio",124,251,8998,2020
56,55,"WI","Wisconsin",122,218,7469,2020
56,5,"AR","Arkansas",112,226,7230,2020
56,45,"SC","South Carolina",105,267,10334,2020
56,18,"IN","Indiana",105,184,5248,2020
56,19,"IA","Iowa",101,191,6281,2020
56,22,"LA","Louisiana",95,185,4418,2020
56,2,"AK","Alaska",95,203,7061,2020
56,36,"NY","New York",89,133,5258,2020
56,1,"AL","Alabama",85,155,4774,2020
56,57,"FR","Foreign",80,189,4376,2020
56,24,"MD","Maryland",71,122,7005,2020
56,28,"MS","Mississippi",68,140,3510,2020
56,21,"KY","Kentucky",66,119,2894,2020
56,25,"MA","Massachusetts",60,90,728,2020
56,23,"ME","Maine",49,75,2419,2020
56,54,"WV","West Virginia",39,83,2462,2020
56,34,"NJ","New Jersey",34,54,2993,2020
56,33,"NH","New Hampshire",32,61,1658,2020
56,15,"HI","Hawaii",31,71,1589,2020
56,9,"CT","Connecticut",31,54,5214,2020
56,50,"VT","Vermont",16,31,937,2020
56,10,"DE","Delaware",15,32,4577,2020
56,44,"RI","Rhode Island",-1,-1,-1,2020
56,11,"DC","District Of Columbia",-1,-1,-1,2020
