"y1_statefips","y2_statefips","y2_state","y2_state_name","n1","n2","AGI","Year"
1,96,"AL","AL Total Migration-US and Foreign",45058,89699,2821594,2020
1,97,"AL","AL Total Migration-US",44502,88386,2786158,2020
1,98,"AL","AL Total Migration-Foreign",556,1313,35436,2020
1,97,"AL","AL Total Migration-Same State",63266,129762,3419262,2020
1,1,"AL","AL Non-migrants",1590633,3498183,111701780,2020
1,13,"GA","Georgia",7830,15636,433366,2020
1,12,"FL","Florida",6902,13551,517167,2020
1,47,"TN","Tennessee",4109,7842,293025,2020
1,48,"TX","Texas",3803,7814,254186,2020
1,28,"MS","Mississippi",2431,4933,117760,2020
1,37,"NC","North Carolina",1747,3447,118007,2020
1,6,"CA","California",1502,2743,86102,2020
1,51,"VA","Virginia",1278,2657,97916,2020
1,8,"CO","Colorado",1026,1935,62243,2020
1,22,"LA","Louisiana",1014,2006,60780,2020
1,45,"SC","South Carolina",985,1939,63819,2020
1,39,"OH","Ohio",833,1702,44947,2020
1,36,"NY","New York",736,1351,35467,2020
1,26,"MI","Michigan",729,1531,33641,2020
1,21,"KY","Kentucky",700,1534,43977,2020
1,17,"IL","Illinois",699,1398,38453,2020
1,18,"IN","Indiana",626,1221,29529,2020
1,53,"WA","Washington",577,1121,34271,2020
1,57,"FR","Foreign",556,1313,35436,2020
1,4,"AZ","Arizona",547,1028,32256,2020
1,42,"PA","Pennsylvania",534,1046,30731,2020
1,29,"MO","Missouri",522,1134,31900,2020
1,24,"MD","Maryland",433,840,28684,2020
1,5,"AR","Arkansas",416,871,26146,2020
1,40,"OK","Oklahoma",397,841,22058,2020
1,20,"KS","Kansas",346,762,19276,2020
1,34,"NJ","New Jersey",274,520,16027,2020
1,32,"NV","Nevada",269,492,16263,2020
1,41,"OR","Oregon",260,465,13155,2020
1,55,"WI","Wisconsin",257,550,13460,2020
1,25,"MA","Massachusetts",249,421,15646,2020
1,15,"HI","Hawaii",247,576,14584,2020
1,49,"UT","Utah",233,577,17720,2020
1,2,"AK","Alaska",218,489,13608,2020
1,27,"MN","Minnesota",218,416,13185,2020
1,35,"NM","New Mexico",182,345,11350,2020
1,19,"IA","Iowa",175,375,10248,2020
1,54,"WV","West Virginia",145,301,8273,2020
1,9,"CT","Connecticut",142,265,8208,2020
1,31,"NE","Nebraska",119,230,6946,2020
1,11,"DC","District Of Columbia",115,168,8651,2020
1,16,"ID","Idaho",100,190,6976,2020
1,30,"MT","Montana",94,198,6215,2020
1,23,"ME","Maine",83,147,4837,2020
1,56,"WY","Wyoming",82,173,5647,2020
1,38,"ND","North Dakota",70,149,3584,2020
1,33,"NH","New Hampshire",66,118,4659,2020
1,10,"DE","Delaware",65,114,3107,2020
1,46,"SD","South Dakota",53,102,3588,2020
1,44,"RI","Rhode Island",37,61,1641,2020
1,50,"VT","Vermont",27,61,2871,2020
2,96,"AK","AK Total Migration-US and Foreign",17087,35388,1139389,2020
2,97,"AK","AK Total Migration-US",16682,34463,1117592,2020
2,98,"AK","AK Total Migration-Foreign",405,925,21797,2020
2,97,"AK","AK Total Migration-Same State",6549,13007,409093,2020
2,2,"AK","AK Non-migrants",258818,562944,22469636,2020
2,53,"WA","Washington",1907,3591,127582,2020
2,48,"TX","Texas",1433,3230,116644,2020
2,6,"CA","California",1215,2237,61275,2020
2,4,"AZ","Arizona",978,1882,81178,2020
2,12,"FL","Florida",855,1757,53775,2020
2,41,"OR","Oregon",796,1475,51218,2020
2,8,"CO","Colorado",721,1466,51659,2020
2,16,"ID","Idaho",512,1101,46127,2020
2,37,"NC","North Carolina",512,1144,29714,2020
2,13,"GA","Georgia",499,1176,27601,2020
2,32,"NV","Nevada",472,938,30658,2020
2,51,"VA","Virginia",431,954,29814,2020
2,57,"FR","Foreign",405,925,21797,2020
2,15,"HI","Hawaii",356,774,24334,2020
2,47,"TN","Tennessee",335,728,20738,2020
2,49,"UT","Utah",322,668,18850,2020
2,26,"MI","Michigan",301,636,21013,2020
2,30,"MT","Montana",295,583,22199,2020
2,27,"MN","Minnesota",278,521,17389,2020
2,36,"NY","New York",270,572,14209,2020
2,42,"PA","Pennsylvania",249,452,13271,2020
2,45,"SC","South Carolina",241,508,13740,2020
2,29,"MO","Missouri",239,523,14271,2020
2,17,"IL","Illinois",233,449,15618,2020
2,40,"OK","Oklahoma",231,548,13715,2020
2,39,"OH","Ohio",228,442,12660,2020
2,1,"AL","Alabama",228,602,15335,2020
2,35,"NM","New Mexico",221,470,16914,2020
2,55,"WI","Wisconsin",217,443,13938,2020
2,20,"KS","Kansas",181,473,10863,2020
2,22,"LA","Louisiana",172,387,11683,2020
2,24,"MD","Maryland",172,379,12494,2020
2,21,"KY","Kentucky",159,353,10197,2020
2,18,"IN","Indiana",139,265,9265,2020
2,34,"NJ","New Jersey",120,233,10590,2020
2,38,"ND","North Dakota",109,221,6070,2020
2,31,"NE","Nebraska",107,231,7834,2020
2,23,"ME","Maine",105,211,8156,2020
2,5,"AR","Arkansas",103,240,5747,2020
2,28,"MS","Mississippi",101,237,5355,2020
2,25,"MA","Massachusetts",95,161,4497,2020
2,19,"IA","Iowa",94,236,6014,2020
2,56,"WY","Wyoming",91,194,7544,2020
2,46,"SD","South Dakota",86,205,7709,2020
2,54,"WV","West Virginia",54,113,4034,2020
2,33,"NH","New Hampshire",51,93,3357,2020
2,9,"CT","Connecticut",44,108,2216,2020
2,50,"VT","Vermont",41,75,3430,2020
2,10,"DE","Delaware",38,90,2122,2020
2,11,"DC","District Of Columbia",32,57,2177,2020
2,44,"RI","Rhode Island",13,31,798,2020
4,96,"AZ","AZ Total Migration-US and Foreign",91259,169436,6713691,2020
4,97,"AZ","AZ Total Migration-US",90381,167591,6665734,2020
4,98,"AZ","AZ Total Migration-Foreign",878,1845,47957,2020
4,97,"AZ","AZ Total Migration-Same State",49233,96319,2698948,2020
4,4,"AZ","AZ Non-migrants",2469417,5319756,191353871,2020
4,6,"CA","California",14675,25326,935512,2020
4,48,"TX","Texas",8285,16551,934391,2020
4,8,"CO","Colorado",5120,8987,361725,2020
4,53,"WA","Washington",5101,8877,393696,2020
4,12,"FL","Florida",4243,7653,390453,2020
4,32,"NV","Nevada",3312,6047,259623,2020
4,41,"OR","Oregon",3017,5051,186040,2020
4,35,"NM","New Mexico",2945,6013,152217,2020
4,17,"IL","Illinois",2943,5059,204291,2020
4,49,"UT","Utah",2859,6614,191756,2020
4,37,"NC","North Carolina",2208,4403,161853,2020
4,26,"MI","Michigan",2083,3837,128430,2020
4,39,"OH","Ohio",1932,3525,129283,2020
4,36,"NY","New York",1873,2878,114412,2020
4,27,"MN","Minnesota",1846,3338,136571,2020
4,51,"VA","Virginia",1678,3333,119113,2020
4,55,"WI","Wisconsin",1654,2879,112175,2020
4,13,"GA","Georgia",1645,3292,109654,2020
4,29,"MO","Missouri",1644,3255,96949,2020
4,47,"TN","Tennessee",1565,3102,108148,2020
4,16,"ID","Idaho",1542,3270,98484,2020
4,42,"PA","Pennsylvania",1469,2577,94855,2020
4,18,"IN","Indiana",1290,2526,76156,2020
4,40,"OK","Oklahoma",1107,2367,57209,2020
4,19,"IA","Iowa",1026,1858,64365,2020
4,20,"KS","Kansas",901,1775,53813,2020
4,30,"MT","Montana",899,1697,60350,2020
4,57,"FR","Foreign",878,1845,47957,2020
4,45,"SC","South Carolina",874,1746,66051,2020
4,24,"MD","Maryland",835,1598,83246,2020
4,25,"MA","Massachusetts",812,1277,63703,2020
4,31,"NE","Nebraska",746,1346,43930,2020
4,15,"HI","Hawaii",736,1401,46058,2020
4,5,"AR","Arkansas",731,1455,44220,2020
4,34,"NJ","New Jersey",663,1122,80803,2020
4,2,"AK","Alaska",661,1245,42955,2020
4,21,"KY","Kentucky",653,1301,46373,2020
4,1,"AL","Alabama",639,1288,39907,2020
4,46,"SD","South Dakota",603,1097,52783,2020
4,38,"ND","North Dakota",507,1002,32527,2020
4,56,"WY","Wyoming",500,959,74952,2020
4,22,"LA","Louisiana",460,867,26263,2020
4,9,"CT","Connecticut",409,710,31724,2020
4,28,"MS","Mississippi",321,655,17515,2020
4,23,"ME","Maine",310,563,19954,2020
4,33,"NH","New Hampshire",300,556,19768,2020
4,50,"VT","Vermont",159,312,12074,2020
4,11,"DC","District Of Columbia",158,205,10902,2020
4,10,"DE","Delaware",154,279,58892,2020
4,54,"WV","West Virginia",149,286,10272,2020
4,44,"RI","Rhode Island",139,231,9335,2020
5,96,"AR","AR Total Migration-US and Foreign",30282,60482,1794194,2020
5,97,"AR","AR Total Migration-US",30053,60009,1783248,2020
5,98,"AR","AR Total Migration-Foreign",229,473,10945,2020
5,97,"AR","AR Total Migration-Same State",44615,91770,1989185,2020
5,5,"AR","AR Non-migrants",953477,2136698,65505353,2020
5,48,"TX","Texas",6153,12148,367051,2020
5,29,"MO","Missouri",2970,6021,149499,2020
5,40,"OK","Oklahoma",2890,6158,123098,2020
5,47,"TN","Tennessee",1880,3549,104170,2020
5,12,"FL","Florida",1625,3244,137195,2020
5,6,"CA","California",1233,2246,65814,2020
5,22,"LA","Louisiana",1062,2223,56593,2020
5,28,"MS","Mississippi",822,1680,39290,2020
5,8,"CO","Colorado",756,1446,50243,2020
5,17,"IL","Illinois",733,1402,41488,2020
5,13,"GA","Georgia",717,1484,46094,2020
5,37,"NC","North Carolina",656,1357,61575,2020
5,20,"KS","Kansas",604,1177,30856,2020
5,4,"AZ","Arizona",565,1123,32769,2020
5,1,"AL","Alabama",490,977,34604,2020
5,53,"WA","Washington",488,932,28443,2020
5,51,"VA","Virginia",446,862,32116,2020
5,39,"OH","Ohio",419,888,29625,2020
5,26,"MI","Michigan",417,854,18806,2020
5,18,"IN","Indiana",414,838,20098,2020
5,36,"NY","New York",345,591,18423,2020
5,19,"IA","Iowa",337,733,14513,2020
5,55,"WI","Wisconsin",319,642,16434,2020
5,21,"KY","Kentucky",295,624,16580,2020
5,45,"SC","South Carolina",283,561,19906,2020
5,42,"PA","Pennsylvania",272,559,16471,2020
5,32,"NV","Nevada",255,494,50029,2020
5,27,"MN","Minnesota",245,486,21217,2020
5,41,"OR","Oregon",245,473,13885,2020
5,57,"FR","Foreign",229,473,10945,2020
5,49,"UT","Utah",219,515,13048,2020
5,35,"NM","New Mexico",215,390,10564,2020
5,31,"NE","Nebraska",199,412,11246,2020
5,24,"MD","Maryland",196,349,12593,2020
5,34,"NJ","New Jersey",155,281,12126,2020
5,16,"ID","Idaho",131,257,6845,2020
5,25,"MA","Massachusetts",119,201,8262,2020
5,38,"ND","North Dakota",101,231,5394,2020
5,2,"AK","Alaska",95,219,5815,2020
5,30,"MT","Montana",93,204,5002,2020
5,15,"HI","Hawaii",86,160,3363,2020
5,54,"WV","West Virginia",82,187,4696,2020
5,46,"SD","South Dakota",82,166,6973,2020
5,56,"WY","Wyoming",76,176,4409,2020
5,9,"CT","Connecticut",65,103,4255,2020
5,23,"ME","Maine",50,124,3003,2020
5,11,"DC","District Of Columbia",41,64,2156,2020
5,10,"DE","Delaware",37,66,2314,2020
5,44,"RI","Rhode Island",29,51,2137,2020
5,33,"NH","New Hampshire",26,42,1091,2020
5,50,"VT","Vermont",20,39,1071,2020
6,96,"CA","CA Total Migration-US and Foreign",370083,684935,38712357,2020
6,97,"CA","CA Total Migration-US",365922,676058,38452732,2020
6,98,"CA","CA Total Migration-Foreign",4161,8877,259625,2020
6,97,"CA","CA Total Migration-Same State",531460,951125,47466063,2020
6,6,"CA","CA Non-migrants",14346465,30716192,1463562594,2020
6,48,"TX","Texas",42892,87707,4569503,2020
6,4,"AZ","Arizona",33571,63098,2995529,2020
6,32,"NV","Nevada",29715,54639,3018420,2020
6,53,"WA","Washington",26999,46551,3145876,2020
6,41,"OR","Oregon",20816,35204,1789528,2020
6,12,"FL","Florida",18390,33359,2940996,2020
6,8,"CO","Colorado",15485,26779,1795240,2020
6,36,"NY","New York",14993,20572,2117838,2020
6,16,"ID","Idaho",11528,25957,1271483,2020
6,37,"NC","North Carolina",9906,19908,953693,2020
6,51,"VA","Virginia",9422,18758,880135,2020
6,49,"UT","Utah",9111,19821,1021019,2020
6,13,"GA","Georgia",8898,17131,788336,2020
6,17,"IL","Illinois",8752,14265,1150705,2020
6,47,"TN","Tennessee",8092,16649,842546,2020
6,25,"MA","Massachusetts",6275,9465,834597,2020
6,42,"PA","Pennsylvania",6200,10070,618822,2020
6,15,"HI","Hawaii",5829,10667,589843,2020
6,39,"OH","Ohio",5656,10029,480554,2020
6,26,"MI","Michigan",5363,9461,464966,2020
6,34,"NJ","New Jersey",5000,8086,587517,2020
6,29,"MO","Missouri",4734,9336,353126,2020
6,24,"MD","Maryland",4570,8045,406156,2020
6,57,"FR","Foreign",4161,8877,259625,2020
6,35,"NM","New Mexico",3839,6999,334629,2020
6,40,"OK","Oklahoma",3807,7984,151132,2020
6,45,"SC","South Carolina",3774,7609,331203,2020
6,27,"MN","Minnesota",3770,6542,369398,2020
6,18,"IN","Indiana",3487,6626,269265,2020
6,30,"MT","Montana",3220,6079,439822,2020
6,55,"WI","Wisconsin",3101,5446,253351,2020
6,5,"AR","Arkansas",2455,5209,184105,2020
6,20,"KS","Kansas",2394,4721,166151,2020
6,22,"LA","Louisiana",2334,4192,163468,2020
6,9,"CT","Connecticut",2326,3788,301193,2020
6,1,"AL","Alabama",2282,4593,182022,2020
6,21,"KY","Kentucky",2043,4067,139704,2020
6,19,"IA","Iowa",1763,3312,116466,2020
6,11,"DC","District Of Columbia",1653,2138,214156,2020
6,31,"NE","Nebraska",1440,2881,91769,2020
6,2,"AK","Alaska",1339,2352,76609,2020
6,56,"WY","Wyoming",1199,2409,345557,2020
6,28,"MS","Mississippi",1166,2315,77591,2020
6,46,"SD","South Dakota",1098,2131,93084,2020
6,33,"NH","New Hampshire",1079,1845,120732,2020
6,23,"ME","Maine",1058,1763,130607,2020
6,44,"RI","Rhode Island",819,1378,94350,2020
6,38,"ND","North Dakota",777,1534,44935,2020
6,50,"VT","Vermont",563,950,68754,2020
6,10,"DE","Delaware",517,891,51539,2020
6,54,"WV","West Virginia",422,747,24712,2020
8,96,"CO","CO Total Migration-US and Foreign",106003,194607,7722911,2020
8,97,"CO","CO Total Migration-US",104968,192270,7656988,2020
8,98,"CO","CO Total Migration-Foreign",1035,2337,65923,2020
8,97,"CO","CO Total Migration-Same State",145090,247327,9774552,2020
8,8,"CO","CO Non-migrants",2066210,4290922,201072892,2020
8,48,"TX","Texas",11889,23728,897986,2020
8,6,"CA","California",9111,14782,740399,2020
8,12,"FL","Florida",8061,14714,696928,2020
8,4,"AZ","Arizona",6901,12782,579791,2020
8,53,"WA","Washington",3650,6377,272969,2020
8,37,"NC","North Carolina",3035,5639,230359,2020
8,35,"NM","New Mexico",2930,5161,168664,2020
8,17,"IL","Illinois",2716,4413,188217,2020
8,29,"MO","Missouri",2665,4998,152009,2020
8,13,"GA","Georgia",2619,5483,173592,2020
8,49,"UT","Utah",2447,5086,185467,2020
8,51,"VA","Virginia",2407,4698,173892,2020
8,56,"WY","Wyoming",2385,4456,167896,2020
8,40,"OK","Oklahoma",2345,4882,145921,2020
8,41,"OR","Oregon",2327,3724,145794,2020
8,36,"NY","New York",2323,3500,165279,2020
8,20,"KS","Kansas",2224,4490,130436,2020
8,47,"TN","Tennessee",2162,4195,154182,2020
8,32,"NV","Nevada",2052,3650,155693,2020
8,26,"MI","Michigan",1969,3417,133116,2020
8,39,"OH","Ohio",1885,3449,123718,2020
8,31,"NE","Nebraska",1817,3456,108415,2020
8,27,"MN","Minnesota",1799,3074,123226,2020
8,42,"PA","Pennsylvania",1772,2906,131857,2020
8,55,"WI","Wisconsin",1736,2969,112033,2020
8,30,"MT","Montana",1599,2902,151240,2020
8,16,"ID","Idaho",1415,3027,114317,2020
8,45,"SC","South Carolina",1413,2757,111350,2020
8,18,"IN","Indiana",1302,2341,71341,2020
8,19,"IA","Iowa",1245,2168,73753,2020
8,25,"MA","Massachusetts",1186,1692,86446,2020
8,24,"MD","Maryland",1074,1857,73321,2020
8,57,"FR","Foreign",1035,2337,65923,2020
8,5,"AR","Arkansas",1029,1960,62642,2020
8,1,"AL","Alabama",1019,2126,65774,2020
8,15,"HI","Hawaii",927,1795,62120,2020
8,46,"SD","South Dakota",926,1803,61845,2020
8,21,"KY","Kentucky",877,1790,53880,2020
8,22,"LA","Louisiana",829,1564,48429,2020
8,34,"NJ","New Jersey",803,1245,54654,2020
8,2,"AK","Alaska",572,1115,42307,2020
8,38,"ND","North Dakota",520,1049,31867,2020
8,28,"MS","Mississippi",502,979,26283,2020
8,9,"CT","Connecticut",494,774,46450,2020
8,23,"ME","Maine",467,770,42531,2020
8,33,"NH","New Hampshire",401,669,32871,2020
8,50,"VT","Vermont",329,546,23198,2020
8,11,"DC","District Of Columbia",307,414,24565,2020
8,54,"WV","West Virginia",205,402,16254,2020
8,44,"RI","Rhode Island",154,229,11375,2020
8,10,"DE","Delaware",146,267,10337,2020
9,96,"CT","CT Total Migration-US and Foreign",51277,87076,6006161,2020
9,97,"CT","CT Total Migration-US",50929,86391,5988131,2020
9,98,"CT","CT Total Migration-Foreign",348,685,18030,2020
9,97,"CT","CT Total Migration-Same State",33889,55933,2304745,2020
9,9,"CT","CT Non-migrants",1391024,2814505,160068978,2020
9,36,"NY","New York",8276,12582,817271,2020
9,12,"FL","Florida",8237,15025,1510605,2020
9,25,"MA","Massachusetts",5555,8387,562528,2020
9,6,"CA","California",2686,4205,307111,2020
9,37,"NC","North Carolina",2455,4663,236829,2020
9,48,"TX","Texas",2014,3860,243663,2020
9,34,"NJ","New Jersey",1961,3267,214395,2020
9,45,"SC","South Carolina",1705,3256,195429,2020
9,42,"PA","Pennsylvania",1673,2846,148707,2020
9,51,"VA","Virginia",1547,2784,166951,2020
9,44,"RI","Rhode Island",1455,2273,155982,2020
9,13,"GA","Georgia",1336,2683,119469,2020
9,33,"NH","New Hampshire",986,1702,117003,2020
9,24,"MD","Maryland",887,1476,82124,2020
9,8,"CO","Colorado",868,1271,101224,2020
9,23,"ME","Maine",857,1420,74049,2020
9,4,"AZ","Arizona",769,1307,120607,2020
9,53,"WA","Washington",690,1172,65454,2020
9,47,"TN","Tennessee",684,1284,66681,2020
9,50,"VT","Vermont",657,1084,103374,2020
9,17,"IL","Illinois",626,1087,73357,2020
9,39,"OH","Ohio",597,1100,54432,2020
9,26,"MI","Michigan",393,769,38518,2020
9,57,"FR","Foreign",348,685,18030,2020
9,11,"DC","District Of Columbia",315,377,33553,2020
9,18,"IN","Indiana",275,528,30168,2020
9,41,"OR","Oregon",255,340,17976,2020
9,32,"NV","Nevada",246,399,23142,2020
9,27,"MN","Minnesota",243,433,23650,2020
9,10,"DE","Delaware",241,434,28883,2020
9,29,"MO","Missouri",224,372,17880,2020
9,55,"WI","Wisconsin",213,368,16607,2020
9,49,"UT","Utah",211,450,65173,2020
9,15,"HI","Hawaii",203,374,15840,2020
9,21,"KY","Kentucky",182,339,14622,2020
9,1,"AL","Alabama",179,327,14743,2020
9,22,"LA","Louisiana",155,268,15643,2020
9,35,"NM","New Mexico",119,182,8162,2020
9,40,"OK","Oklahoma",115,209,7584,2020
9,20,"KS","Kansas",106,193,14386,2020
9,19,"IA","Iowa",96,182,11780,2020
9,5,"AR","Arkansas",93,164,7817,2020
9,30,"MT","Montana",88,138,15486,2020
9,54,"WV","West Virginia",70,114,4288,2020
9,2,"AK","Alaska",68,120,4687,2020
9,28,"MS","Mississippi",66,118,2992,2020
9,31,"NE","Nebraska",61,116,4840,2020
9,16,"ID","Idaho",60,109,13450,2020
9,46,"SD","South Dakota",52,104,3763,2020
9,56,"WY","Wyoming",51,86,-6509,2020
9,38,"ND","North Dakota",28,44,1762,2020
10,96,"DE","DE Total Migration-US and Foreign",15849,28230,1092785,2020
10,97,"DE","DE Total Migration-US",15671,27845,1083537,2020
10,98,"DE","DE Total Migration-Foreign",178,385,9249,2020
10,97,"DE","DE Total Migration-Same State",4485,8583,287384,2020
10,10,"DE","DE Non-migrants",367395,754302,29639016,2020
10,42,"PA","Pennsylvania",3634,6332,252943,2020
10,24,"MD","Maryland",2758,4796,166130,2020
10,12,"FL","Florida",1437,2588,128792,2020
10,34,"NJ","New Jersey",1224,2133,84496,2020
10,51,"VA","Virginia",762,1396,55389,2020
10,37,"NC","North Carolina",626,1197,44613,2020
10,36,"NY","New York",616,994,39420,2020
10,48,"TX","Texas",603,1163,44029,2020
10,6,"CA","California",443,707,30836,2020
10,13,"GA","Georgia",408,785,21883,2020
10,45,"SC","South Carolina",266,490,21934,2020
10,39,"OH","Ohio",217,445,13924,2020
10,25,"MA","Massachusetts",187,272,12360,2020
10,4,"AZ","Arizona",179,352,13539,2020
10,57,"FR","Foreign",178,385,9249,2020
10,47,"TN","Tennessee",173,334,9953,2020
10,53,"WA","Washington",161,279,14743,2020
10,8,"CO","Colorado",158,255,10710,2020
10,17,"IL","Illinois",150,294,11213,2020
10,9,"CT","Connecticut",113,186,8256,2020
10,18,"IN","Indiana",111,202,4694,2020
10,11,"DC","District Of Columbia",101,124,7125,2020
10,32,"NV","Nevada",98,179,8086,2020
10,26,"MI","Michigan",93,198,5957,2020
10,54,"WV","West Virginia",90,180,5065,2020
10,1,"AL","Alabama",79,140,4327,2020
10,29,"MO","Missouri",71,139,3475,2020
10,27,"MN","Minnesota",64,116,4013,2020
10,41,"OR","Oregon",59,92,3810,2020
10,23,"ME","Maine",53,94,4241,2020
10,21,"KY","Kentucky",52,92,2737,2020
10,49,"UT","Utah",47,104,4607,2020
10,22,"LA","Louisiana",46,89,3901,2020
10,55,"WI","Wisconsin",43,74,1947,2020
10,15,"HI","Hawaii",43,83,2610,2020
10,35,"NM","New Mexico",43,77,1739,2020
10,16,"ID","Idaho",43,66,2295,2020
10,40,"OK","Oklahoma",42,70,2306,2020
10,50,"VT","Vermont",39,53,2216,2020
10,28,"MS","Mississippi",38,65,2084,2020
10,19,"IA","Iowa",37,83,3091,2020
10,33,"NH","New Hampshire",37,64,3102,2020
10,5,"AR","Arkansas",37,71,2441,2020
10,20,"KS","Kansas",34,68,3498,2020
10,44,"RI","Rhode Island",31,59,2709,2020
10,2,"AK","Alaska",29,80,1238,2020
10,31,"NE","Nebraska",23,49,1591,2020
10,46,"SD","South Dakota",21,37,1129,2020
10,56,"WY","Wyoming",18,32,859,2020
10,38,"ND","North Dakota",17,30,444,2020
10,30,"MT","Montana",17,37,1036,2020
11,96,"DC","DC Total Migration-US and Foreign",36267,53796,3772190,2020
11,97,"DC","DC Total Migration-US",35911,53104,3726830,2020
11,98,"DC","DC Total Migration-Foreign",356,692,45360,2020
11,11,"DC","DC Non-migrants",263182,444616,32524362,2020
11,24,"MD","Maryland",11450,19606,984782,2020
11,51,"VA","Virginia",6942,10061,833361,2020
11,6,"CA","California",2330,2993,250185,2020
11,36,"NY","New York",2183,2611,212229,2020
11,12,"FL","Florida",1215,1763,157259,2020
11,42,"PA","Pennsylvania",1117,1415,102402,2020
11,37,"NC","North Carolina",1018,1498,95831,2020
11,48,"TX","Texas",1000,1403,111817,2020
11,25,"MA","Massachusetts",929,1156,93632,2020
11,17,"IL","Illinois",715,927,75755,2020
11,8,"CO","Colorado",665,871,87853,2020
11,13,"GA","Georgia",590,820,61896,2020
11,34,"NJ","New Jersey",580,726,54010,2020
11,53,"WA","Washington",532,696,56376,2020
11,39,"OH","Ohio",382,542,45122,2020
11,57,"FR","Foreign",356,692,45360,2020
11,26,"MI","Michigan",343,427,34720,2020
11,9,"CT","Connecticut",333,438,31141,2020
11,45,"SC","South Carolina",293,439,31707,2020
11,47,"TN","Tennessee",259,373,40451,2020
11,41,"OR","Oregon",221,287,21236,2020
11,27,"MN","Minnesota",217,298,19926,2020
11,4,"AZ","Arizona",214,291,26909,2020
11,10,"DE","Delaware",185,265,36237,2020
11,29,"MO","Missouri",184,242,20769,2020
11,55,"WI","Wisconsin",171,228,19290,2020
11,23,"ME","Maine",165,238,22765,2020
11,22,"LA","Louisiana",131,183,12452,2020
11,18,"IN","Indiana",130,184,11662,2020
11,33,"NH","New Hampshire",118,180,14159,2020
11,21,"KY","Kentucky",103,155,10905,2020
11,50,"VT","Vermont",102,138,11506,2020
11,32,"NV","Nevada",99,155,9811,2020
11,54,"WV","West Virginia",95,138,11547,2020
11,1,"AL","Alabama",92,141,9672,2020
11,44,"RI","Rhode Island",91,124,12577,2020
11,49,"UT","Utah",88,130,15460,2020
11,15,"HI","Hawaii",88,139,9220,2020
11,35,"NM","New Mexico",84,131,9612,2020
11,19,"IA","Iowa",59,77,4025,2020
11,40,"OK","Oklahoma",56,90,4110,2020
11,16,"ID","Idaho",54,77,18891,2020
11,30,"MT","Montana",46,62,3913,2020
11,28,"MS","Mississippi",46,67,4984,2020
11,5,"AR","Arkansas",41,55,5205,2020
11,20,"KS","Kansas",40,60,4325,2020
11,31,"NE","Nebraska",36,63,3412,2020
11,46,"SD","South Dakota",25,31,3697,2020
11,2,"AK","Alaska",24,40,2967,2020
11,56,"WY","Wyoming",17,31,4000,2020
11,38,"ND","North Dakota",13,39,1056,2020
12,96,"FL","FL Total Migration-US and Foreign",260527,466040,17664216,2020
12,97,"FL","FL Total Migration-US",256188,456993,17447441,2020
12,98,"FL","FL Total Migration-Foreign",4339,9047,216775,2020
12,97,"FL","FL Total Migration-Same State",359463,650868,22307426,2020
12,12,"FL","FL Non-migrants",7902463,15730788,656859077,2020
12,13,"GA","Georgia",24686,47719,1452513,2020
12,48,"TX","Texas",20363,38192,1405361,2020
12,37,"NC","North Carolina",17537,32711,1244842,2020
12,36,"NY","New York",17047,26902,1188026,2020
12,6,"CA","California",13228,21855,990710,2020
12,47,"TN","Tennessee",11177,21061,799555,2020
12,51,"VA","Virginia",10409,19284,714404,2020
12,42,"PA","Pennsylvania",9511,16426,635730,2020
12,39,"OH","Ohio",9166,15971,563362,2020
12,8,"CO","Colorado",7892,13006,599329,2020
12,1,"AL","Alabama",7585,14806,415647,2020
12,34,"NJ","New Jersey",7575,12693,741886,2020
12,45,"SC","South Carolina",7518,14237,484505,2020
12,26,"MI","Michigan",7343,12844,486265,2020
12,17,"IL","Illinois",7234,11953,602950,2020
12,25,"MA","Massachusetts",6770,10787,514165,2020
12,18,"IN","Indiana",5764,10504,308642,2020
12,24,"MD","Maryland",5468,9537,380928,2020
12,53,"WA","Washington",4585,7977,327097,2020
12,4,"AZ","Arizona",4513,7851,358625,2020
12,57,"FR","Foreign",4339,9047,216775,2020
12,21,"KY","Kentucky",4012,7480,211747,2020
12,9,"CT","Connecticut",3794,6334,276726,2020
12,29,"MO","Missouri",3615,6622,237894,2020
12,55,"WI","Wisconsin",3178,5427,225688,2020
12,32,"NV","Nevada",2826,4778,242284,2020
12,22,"LA","Louisiana",2665,4856,162379,2020
12,27,"MN","Minnesota",2420,4075,225853,2020
12,28,"MS","Mississippi",2015,3836,112206,2020
12,23,"ME","Maine",2014,3418,126883,2020
12,40,"OK","Oklahoma",1900,3828,102828,2020
12,41,"OR","Oregon",1891,3012,107963,2020
12,33,"NH","New Hampshire",1847,3033,124176,2020
12,49,"UT","Utah",1619,3211,106052,2020
12,5,"AR","Arkansas",1563,3094,86859,2020
12,20,"KS","Kansas",1506,2863,89749,2020
12,19,"IA","Iowa",1471,2707,88784,2020
12,44,"RI","Rhode Island",1398,2415,86523,2020
12,35,"NM","New Mexico",1327,2370,75422,2020
12,54,"WV","West Virginia",1318,2290,64617,2020
12,15,"HI","Hawaii",1308,2506,79664,2020
12,11,"DC","District Of Columbia",989,1320,27004,2020
12,10,"DE","Delaware",988,1738,55969,2020
12,31,"NE","Nebraska",916,1659,41725,2020
12,50,"VT","Vermont",822,1372,59699,2020
12,2,"AK","Alaska",760,1498,41284,2020
12,16,"ID","Idaho",665,1236,31396,2020
