"FIPS_Code","Year","State","Avg.Unhealthy.Days","Avg.Max.AQI","Avg.Days.PM2.5","y2_state","Migrants.outflows"
31,2019,"Nebraska",0,68.2222222222222,107.555555555556,"NE",42106
32,2019,"Nevada",0,93,64.4444444444444,"NV",91893
33,2019,"New Hampshire",0,75.7142857142857,47,"NH",35879
34,2019,"New Jersey",0,114.5,106.875,"NJ",192514
35,2019,"New Mexico",0.3125,149.6875,66.5625,"NM",55310
36,2019,"New York",0,85.2413793103448,85.4827586206897,"NY",389511
37,2019,"North Carolina",0,84.0833333333333,97.1111111111111,"NC",223631
38,2019,"North Dakota",0.1,88,61.6,"ND",27109
39,2019,"Ohio",0,92.575,104.75,"OH",162721
40,2019,"Oklahoma",0.0454545454545455,94.4545454545455,87.2272727272727,"OK",74430
41,2019,"Oregon",0.291666666666667,106.25,293.166666666667,"OR",94548
42,2019,"Pennsylvania",0.175,102.15,104.225,"PA",200156
44,2019,"Rhode Island",0,103,132.333333333333,"RI",26662
45,2019,"South Carolina",0,81.1666666666667,144.5,"SC",112089
46,2019,"South Dakota",0,89.5,103,"SD",23095
47,2019,"Tennessee",0,85,180.130434782609,"TN",142907
48,2019,"Texas",0.219512195121951,115.512195121951,123.878048780488,"TX",402285
49,2019,"Utah",0.533333333333333,114.333333333333,42.0666666666667,"UT",70391
50,2019,"Vermont",0,75.5,91.25,"VT",16337
51,2019,"Virginia",0,73.96875,54.75,"VA",239266
53,2019,"Washington",0,85.3870967741936,296.258064516129,"WA",177352
54,2019,"West Virginia",0,80.5714285714286,61.3571428571429,"WV",36077
55,2019,"Wisconsin",0,99.2962962962963,99.3703703703704,"WI",85898
56,2019,"Wyoming",0.166666666666667,98,6.61111111111111,"WY",21490
1,2020,"Alabama",0,85.0666666666667,141.466666666667,"AL",89699
2,2020,"Alaska",2.22222222222222,77,166.222222222222,"AK",35388
4,2020,"Arizona",5.84615384615385,238.307692307692,35.8461538461538,"AZ",169436
5,2020,"Arkansas",0,95.6363636363636,103,"AR",60482
6,2020,"California",14.2075471698113,287.132075471698,141.641509433962,"CA",684935
8,2020,"Colorado",0.607142857142857,118.321428571429,40.5714285714286,"CO",194607
9,2020,"Connecticut",0.5,124.75,82.125,"CT",87076
10,2020,"Delaware",0,90.6666666666667,100,"DE",28230
12,2020,"Florida",0.153846153846154,100,129.487179487179,"FL",466040
13,2020,"Georgia",0,95.2068965517241,164.827586206897,"GA",239864
15,2020,"Hawaii",0,58.75,262.25,"HI",61162
16,2020,"Idaho",3.4,209.4,286.7,"ID",51021
17,2020,"Illinois",0.347826086956522,118.391304347826,134.869565217391,"IL",274123
18,2020,"Indiana",0.147058823529412,103.882352941176,105.5,"IN",120337
19,2020,"Iowa",0.1875,97.875,167.5625,"IA",63565
20,2020,"Kansas",0.181818181818182,109.636363636364,100.272727272727,"KS",83695
21,2020,"Kentucky",0,86.5,83.3461538461538,"KY",86740
22,2020,"Louisiana",0,100.045454545455,106.954545454545,"LA",91429
23,2020,"Maine",0.1,87.8,65.4,"ME",24011
24,2020,"Maryland",0,88.1875,76.6875,"MD",171381
25,2020,"Massachusetts",0,95.4615384615385,106.230769230769,"MA",150084
26,2020,"Michigan",0.259259259259259,126.296296296296,77.037037037037,"MI",135840
27,2020,"Minnesota",0.0952380952380952,94.3809523809524,176.52380952381,"MN",97980
28,2020,"Mississippi",0,82.4,175.1,"MS",63893
29,2020,"Missouri",0.0952380952380952,103.666666666667,89.1904761904762,"MO",127232
30,2020,"Montana",2.26315789473684,149.684210526316,175,"MT",28559
31,2020,"Nebraska",0.111111111111111,98.2222222222222,152.777777777778,"NE",45070
32,2020,"Nevada",4.11111111111111,202.555555555556,78.7777777777778,"NV",103702
33,2020,"New Hampshire",0,75.7142857142857,61,"NH",37995
34,2020,"New Jersey",0,97.875,109.0625,"NJ",209772
35,2020,"New Mexico",0.25,128.75,70.1875,"NM",58924
36,2020,"New York",0.0740740740740741,91.4074074074074,94.2592592592593,"NY",479826
37,2020,"North Carolina",0,79.0555555555556,107.833333333333,"NC",237442
38,2020,"North Dakota",0,69.1111111111111,64.8888888888889,"ND",30903
39,2020,"Ohio",0.075,101.025,97.075,"OH",173459
40,2020,"Oklahoma",0.111111111111111,110.888888888889,119.555555555556,"OK",78295
41,2020,"Oregon",3.95652173913043,430.347826086957,304.391304347826,"OR",105083
42,2020,"Pennsylvania",0.025,98.275,121.5,"PA",213890
44,2020,"Rhode Island",0.333333333333333,133,158.333333333333,"RI",28656
45,2020,"South Carolina",0,89.7142857142857,130.071428571429,"SC",121891
46,2020,"South Dakota",0,95.4,104.7,"SD",25195
47,2020,"Tennessee",0.0869565217391304,94.6521739130435,183.130434782609,"TN",157403
48,2020,"Texas",0.511111111111111,122.044444444444,132.088888888889,"TX",437095
49,2020,"Utah",0.533333333333333,125.8,61.1333333333333,"UT",77703
50,2020,"Vermont",0,73.75,92.75,"VT",16378
51,2020,"Virginia",0,63.6451612903226,64.0322580645161,"VA",261697
53,2020,"Washington",3.54838709677419,340.096774193548,291.903225806452,"WA",204767
54,2020,"West Virginia",0,80.3571428571429,62.2857142857143,"WV",37102
55,2020,"Wisconsin",0.222222222222222,120.481481481481,104.222222222222,"WI",94325
56,2020,"Wyoming",0.833333333333333,193.833333333333,16.1111111111111,"WY",24309
