"Year","State","Avg.Unhealthy.Days","Avg.Max.AQI","Avg.Days.PM2.5"
2012,"Delaware",3.33333333333333,177.666666666667,100.666666666667
2012,"District Of Columbia",4,182,205
2012,"Florida",0.184210526315789,112.631578947368,96.0789473684211
2012,"Georgia",0.59375,125.21875,174.15625
2012,"Hawaii",0.5,92.75,320.25
2012,"Idaho",3.21428571428571,166.285714285714,234
2012,"Illinois",1.82608695652174,154.739130434783,53.3478260869565
2012,"Indiana",0.916666666666667,143.027777777778,115.25
2012,"Iowa",0.0526315789473684,106.789473684211,159.842105263158
2012,"Kansas",0.923076923076923,132.692307692308,37.3846153846154
2012,"Kentucky",1.24137931034483,150.965517241379,78.3793103448276
2012,"Louisiana",0.181818181818182,123.818181818182,123.909090909091
2012,"Maine",0,95.9090909090909,45.6363636363636
2012,"Maryland",2.8,180.533333333333,105.733333333333
2012,"Massachusetts",0.666666666666667,146.666666666667,132.333333333333
2012,"Michigan",1.96428571428571,163.178571428571,61.6071428571429
2012,"Minnesota",0.0476190476190476,101.380952380952,149.809523809524
2012,"Mississippi",0.181818181818182,118.272727272727,159.181818181818
2012,"Missouri",2.19047619047619,149.571428571429,104
2012,"Montana",2.42105263157895,116.368421052632,185.947368421053
2012,"Nebraska",0.0909090909090909,95.9090909090909,91.3636363636364
2012,"Nevada",0.6,178.4,20.9
2012,"New Hampshire",0,115.428571428571,63.4285714285714
2012,"New Jersey",1.375,146.75,107.1875
2012,"New Mexico",0.166666666666667,234.611111111111,70.6666666666667
2012,"New York",0.393939393939394,125.333333333333,83.4242424242424
2012,"North Carolina",0.444444444444444,129.622222222222,129.333333333333
2012,"North Dakota",0,79.75,86.25
2012,"Ohio",1.78947368421053,162.605263157895,127.447368421053
2012,"Oklahoma",1.04545454545455,143.272727272727,73.5
2012,"Oregon",0.583333333333333,128,291.625
2012,"Pennsylvania",1.02702702702703,147.567567567568,132.540540540541
2012,"Puerto Rico",0,69,56.1666666666667
2012,"Rhode Island",1,161.666666666667,124
2012,"South Carolina",0.105263157894737,108.947368421053,93.3684210526316
2012,"South Dakota",0.111111111111111,105.555555555556,97
2012,"Tennessee",1.04347826086957,139.304347826087,43.5217391304348
2012,"Texas",1.09302325581395,153.674418604651,132.488372093023
2012,"Utah",0.333333333333333,128.8,60.3333333333333
2012,"Vermont",0,93.5,144.5
2012,"Virgin Islands",0,75.5,77.5
2012,"Virginia",0.421052631578947,107.578947368421,65.7105263157895
2012,"Washington",1.27586206896552,123.586206896552,309.758620689655
2012,"West Virginia",0.133333333333333,122.466666666667,90.9333333333333
2012,"Wisconsin",2,139.709677419355,77.2903225806452
2012,"Wyoming",0.526315789473684,121.157894736842,27.7368421052632
2013,"Alabama",0,86.0555555555556,84.1666666666667
2013,"Alaska",3.625,108,176.75
2013,"Arizona",1.84615384615385,240.846153846154,31.0769230769231
2013,"Arkansas",0,93.1818181818182,88.8181818181818
2013,"California",5,219.203703703704,128.425925925926
2013,"Colorado",0.6,164.833333333333,17.4333333333333
2013,"Connecticut",1.875,156.75,133.875
2013,"Country Of Mexico",6.5,383,0
2013,"Delaware",0,123,130.666666666667
2013,"District Of Columbia",0,101,210
2013,"Florida",0,99.5526315789474,114.842105263158
2013,"Georgia",0.03125,97.625,181.96875
2013,"Hawaii",0,73,309
2013,"Idaho",1.53846153846154,122.384615384615,174.615384615385
2013,"Illinois",0.0434782608695652,103.304347826087,57.7826086956522
2013,"Indiana",0.0555555555555556,101.638888888889,121.694444444444
2013,"Iowa",0,101.210526315789,165.684210526316
2013,"Kansas",0,88.2307692307692,45.3846153846154
2013,"Kentucky",0,93.3103448275862,92.3103448275862
2013,"Louisiana",0.136363636363636,114.363636363636,127.090909090909
2013,"Maine",0,117.454545454545,50.6363636363636
2013,"Maryland",0,116.866666666667,112.2
2013,"Massachusetts",0.0833333333333333,120.083333333333,130.583333333333
2013,"Michigan",0.0357142857142857,111.928571428571,65.0357142857143
2013,"Minnesota",0,88.05,151.15
2013,"Mississippi",0,98.8,106
2013,"Missouri",0.0476190476190476,109.095238095238,111.142857142857
2013,"Montana",0.368421052631579,91.2105263157895,172.052631578947
2013,"Nebraska",0,82.9090909090909,96.0909090909091
2013,"Nevada",2.6,209.7,59.1
2013,"New Hampshire",0,103.285714285714,77.4285714285714
2013,"New Jersey",0.1875,122.9375,100.4375
2013,"New Mexico",0.722222222222222,139.5,64.3888888888889
2013,"New York",0.103448275862069,106.551724137931,97.9655172413793
2013,"North Carolina",0.0217391304347826,91.9130434782609,135.586956521739
2013,"North Dakota",0,82.4444444444444,69.3333333333333
2013,"Ohio",0.0526315789473684,110.921052631579,139.131578947368
2013,"Oklahoma",0,110.347826086957,73.7826086956522
2013,"Oregon",1.91666666666667,135.458333333333,294.5
2013,"Pennsylvania",0.105263157894737,124.5,132.842105263158
2013,"Puerto Rico",0,55.9166666666667,51.8333333333333
2013,"Rhode Island",0.333333333333333,154,152.333333333333
2013,"South Carolina",0,84.0526315789474,109.526315789474
2013,"South Dakota",0,90.1111111111111,116
2013,"Tennessee",0,86.88,94.16
2013,"Texas",0.441860465116279,126.255813953488,132.767441860465
2013,"Utah",6.13333333333333,141.933333333333,70.3333333333333
2013,"Vermont",0,103.75,162
2013,"Virgin Islands",0,78.5,60.5
2013,"Virginia",0,83.6666666666667,67.75
2013,"Washington",0.275862068965517,112,299.379310344828
2013,"West Virginia",0,98.4666666666667,97.2
2013,"Wisconsin",0,95.09375,85.71875
2013,"Wyoming",0.0555555555555556,107.888888888889,20.4444444444444
2014,"Alabama",0,93.3333333333333,83.6666666666667
2014,"Alaska",6.25,133,164
2014,"Arizona",1.84615384615385,203.692307692308,34.3846153846154
2014,"Arkansas",0,87.9090909090909,89.4545454545455
2014,"California",5.38888888888889,210.62962962963,117.777777777778
2014,"Colorado",0.233333333333333,104.566666666667,19.5333333333333
2014,"Connecticut",0.375,132.25,107.75
2014,"Country Of Mexico",2.5,126,0
2014,"Delaware",0.333333333333333,121.666666666667,144
2014,"District Of Columbia",0,140,165
2014,"Florida",0.0512820512820513,100.871794871795,100.25641025641
2014,"Georgia",0.03125,103.46875,183.34375
2014,"Hawaii",0.25,126.25,274.25
2014,"Idaho",0.4,115.4,188.8
2014,"Illinois",0,104.521739130435,65.6086956521739
2014,"Indiana",0.0769230769230769,110.820512820513,134.358974358974
2014,"Iowa",0,100.263157894737,168.105263157895
2014,"Kansas",0.0833333333333333,100.833333333333,46.6666666666667
2014,"Kentucky",0.0344827586206897,95.8965517241379,88.3793103448276
2014,"Louisiana",0.0909090909090909,113.545454545455,130.909090909091
2014,"Maine",0,93.2727272727273,62.0909090909091
2014,"Maryland",0,107.25,118.1875
2014,"Massachusetts",0,95.2307692307692,123.461538461538
2014,"Michigan",0.0357142857142857,111.214285714286,114.035714285714
2014,"Minnesota",0,92.8571428571429,169
2014,"Mississippi",0.1,102.9,112.6
2014,"Missouri",0,106.904761904762,111.904761904762
2014,"Montana",0.157894736842105,111.947368421053,171.315789473684
2014,"Nebraska",0,82.0909090909091,94.4545454545455
2014,"Nevada",0.666666666666667,213.888888888889,81.5555555555556
2014,"New Hampshire",0,106.428571428571,84.7142857142857
2014,"New Jersey",0.125,124.25,89.0625
2014,"New Mexico",0.294117647058824,111.117647058824,65.1176470588235
2014,"New York",0.0689655172413793,103.689655172414,101.413793103448
2014,"North Carolina",0,91.195652173913,129.347826086957
2014,"North Dakota",0,117,56.1111111111111
2014,"Ohio",0.0263157894736842,109.815789473684,132.342105263158
2014,"Oklahoma",0.0454545454545455,106.136363636364,78.5454545454545
2014,"Oregon",0.608695652173913,127.217391304348,289.304347826087
2014,"Pennsylvania",0.105263157894737,111.210526315789,141.263157894737
2014,"Puerto Rico",0,68.1666666666667,16.1666666666667
2014,"Rhode Island",0,106.333333333333,129.333333333333
2014,"South Carolina",0.0526315789473684,89.1578947368421,106.368421052632
2014,"South Dakota",0,90.8888888888889,76.5555555555556
2014,"Tennessee",0,91.5,90.625
2014,"Texas",0.162790697674419,109.906976744186,132.674418604651
2014,"Utah",0.466666666666667,117,52.8666666666667
2014,"Vermont",0,84.5,158.5
2014,"Virgin Islands",0,85,64
2014,"Virginia",0.0285714285714286,78.6857142857143,70.9714285714286
2014,"Washington",0.275862068965517,104.827586206897,288.137931034483
2014,"West Virginia",0,88.4666666666667,85.7333333333333
2014,"Wisconsin",0,113.461538461538,100.692307692308
2014,"Wyoming",0.105263157894737,88.9473684210526,28.4210526315789
2015,"Alabama",0.166666666666667,105.722222222222,145.722222222222
2015,"Alaska",5.125,99.125,158
2015,"Arizona",0.230769230769231,173.692307692308,45.1538461538462
2015,"Arkansas",0,83.9090909090909,87.9090909090909
2015,"California",4.57407407407407,242.462962962963,111.018518518519
2015,"Colorado",0.161290322580645,109.483870967742,19.6129032258065
2015,"Connecticut",1.25,149.5,105.375
2015,"Country Of Mexico",4,174,0
2015,"Delaware",0.333333333333333,129,107.333333333333
2015,"District Of Columbia",0,126,175
2015,"Florida",0,84.5128205128205,107.615384615385
2015,"Georgia",0.125,106.5625,172.90625
2015,"Hawaii",0,72,287.25
2015,"Idaho",2.35,161.5,230.75
2015,"Illinois",0.0869565217391304,103.95652173913,82.8260869565217
2015,"Indiana",0.153846153846154,107.461538461538,133.717948717949
2015,"Iowa",0.105263157894737,104.842105263158,166
2015,"Kansas",0,97,46.8181818181818
2015,"Kentucky",0.142857142857143,101.75,98.6785714285714
2015,"Louisiana",0.136363636363636,108.090909090909,119.636363636364
2015,"Maine",0,98.8333333333333,88.1666666666667
2015,"Maryland",0.1875,124.9375,112.875
2015,"Massachusetts",0.0769230769230769,119,116.384615384615
2015,"Michigan",0.107142857142857,116.357142857143,111
2015,"Minnesota",0.0476190476190476,110.380952380952,161.47619047619
2015,"Mississippi",0,87,121.454545454545
2015,"Missouri",0.0952380952380952,102.761904761905,106
2015,"Montana",4.05263157894737,172.210526315789,177.368421052632
2015,"Nebraska",0,84.3636363636364,105.272727272727
2015,"Nevada",0.444444444444444,133.222222222222,70.3333333333333
2015,"New Hampshire",0.142857142857143,119.142857142857,72.8571428571429
2015,"New Jersey",0.25,132.8125,82.375
2015,"New Mexico",0.125,88.3125,67.8125
2015,"New York",0,111.724137931034,100.137931034483
2015,"North Carolina",0,88.2045454545455,115.818181818182
2015,"North Dakota",1.5,150,67.7
2015,"Ohio",0.0256410256410256,108.769230769231,123.564102564103
2015,"Oklahoma",0.0434782608695652,96.9565217391304,74.3478260869565
2015,"Oregon",2.30434782608696,165.478260869565,285.739130434783
2015,"Pennsylvania",0.162162162162162,118.162162162162,131.972972972973
2015,"Puerto Rico",0,80.4,47
2015,"Rhode Island",1,161,144.333333333333
2015,"South Carolina",0,84.3684210526316,83.2631578947368
2015,"South Dakota",0.1,120.4,144.7
2015,"Tennessee",0,89.375,81.9583333333333
2015,"Texas",0.731707317073171,122.365853658537,125.024390243902
2015,"Utah",0.285714285714286,126.642857142857,61.8571428571429
2015,"Vermont",0,95,146.5
2015,"Virgin Islands",0,79.5,64.5
2015,"Virginia",0,79.9142857142857,73.8857142857143
2015,"Washington",1.03448275862069,152.655172413793,290.206896551724
2015,"West Virginia",0.0666666666666667,99.6666666666667,83.2
2015,"Wisconsin",0.0740740740740741,109.074074074074,88.7777777777778
2015,"Wyoming",0.210526315789474,110.263157894737,29.3684210526316
2016,"Alabama",0.277777777777778,111.444444444444,116.777777777778
2016,"Alaska",3.28571428571429,88.4285714285714,150.571428571429
2016,"Arizona",0.538461538461538,228.153846153846,36.8461538461538
2016,"Arkansas",0.0909090909090909,83.5454545454545,84.6363636363636
2016,"California",4.59259259259259,270.203703703704,110.814814814815
2016,"Colorado",0.1875,103.65625,24.78125
2016,"Connecticut",2,164.625,84.5
2016,"Country Of Mexico",11,194,218
2016,"Delaware",0.333333333333333,139.666666666667,89.3333333333333
2016,"District Of Columbia",0,129,171
2016,"Florida",0.0769230769230769,95.5897435897436,98.5897435897436
2016,"Georgia",0.46875,129.28125,154.46875
2016,"Hawaii",0,90.25,272.75
2016,"Idaho",0.3,107.1,280.9
2016,"Illinois",0.0869565217391304,115.347826086957,80.8695652173913
2016,"Indiana",0.027027027027027,113.351351351351,125.648648648649
2016,"Iowa",0.105263157894737,97.9473684210526,166.157894736842
2016,"Kansas",0.0909090909090909,104.727272727273,43.9090909090909
2016,"Kentucky",0.142857142857143,111.714285714286,104.285714285714
2016,"Louisiana",0,97,104.181818181818
2016,"Maine",0.0909090909090909,98.3636363636364,110.727272727273
2016,"Maryland",0.4375,130.9375,103
2016,"Massachusetts",0.153846153846154,121.076923076923,83.6923076923077
2016,"Michigan",0.0714285714285714,123.107142857143,96.3571428571429
2016,"Minnesota",0.05,102.55,159.25
2016,"Mississippi",0,85.1818181818182,104.818181818182
2016,"Missouri",0.0952380952380952,104.52380952381,94.1904761904762
2016,"Montana",0.263157894736842,116.684210526316,170.473684210526
2016,"Nebraska",0,78.2,100.3
2016,"Nevada",0,151,63.1111111111111
2016,"New Hampshire",0,99.8571428571429,42.2857142857143
2016,"New Jersey",0.375,137.4375,115.0625
2016,"New Mexico",0.25,119.5625,67.0625
2016,"New York",0.0689655172413793,119.034482758621,84.1724137931034
2016,"North Carolina",0.472222222222222,115,96.5277777777778
2016,"North Dakota",0,92.4,40.4
2016,"Ohio",0,109.897435897436,116.384615384615
2016,"Oklahoma",0.04,92.8,57.08
2016,"Oregon",0.0454545454545455,90.8181818181818,274.727272727273
2016,"Pennsylvania",0.027027027027027,126,119.135135135135
2016,"Puerto Rico",0.272727272727273,120.727272727273,63.5454545454545
2016,"Rhode Island",0.333333333333333,146,132
2016,"South Carolina",0.55,115.8,85
2016,"South Dakota",0,90.1,105.8
2016,"Tennessee",0.416666666666667,111.375,73.9583333333333
2016,"Texas",0.0952380952380952,104.97619047619,111.47619047619
2016,"Utah",1.07142857142857,124.857142857143,60
2016,"Vermont",0,83,81.5
2016,"Virgin Islands",0,64,57.5
2016,"Virginia",0,91.2647058823529,71.7058823529412
2016,"Washington",0.172413793103448,88.1724137931034,287.448275862069
2016,"West Virginia",0,95.8571428571429,83.2142857142857
2016,"Wisconsin",0.259259259259259,118.592592592593,85.8888888888889
2016,"Wyoming",0.0555555555555556,94.7777777777778,16.0555555555556
2017,"Alabama",0.0555555555555556,104.333333333333,127.333333333333
2017,"Alaska",3,92,158.571428571429
2017,"Arizona",1.23076923076923,147.692307692308,36.3076923076923
2017,"Arkansas",0,84.0909090909091,133.636363636364
2017,"California",6.9811320754717,288.301886792453,122.981132075472
2017,"Colorado",0.09375,99.5,27.15625
2017,"Connecticut",1.375,151.5,78.375
2017,"Country Of Mexico",11,280,161.5
2017,"Delaware",0,122.333333333333,112.666666666667
2017,"District Of Columbia",0,119,203
2017,"Florida",0,105.846153846154,113.74358974359
2017,"Georgia",0.0645161290322581,106.870967741935,144.193548387097
2017,"Hawaii",0,75.25,268.25
2017,"Idaho",3.15,204.5,289.45
2017,"Illinois",0.0434782608695652,112.739130434783,94.3478260869565
2017,"Indiana",0.0263157894736842,99.6578947368421,112.236842105263
2017,"Iowa",0,85.0555555555556,165.944444444444
2017,"Kansas",0.0909090909090909,93.9090909090909,60.2727272727273
2017,"Kentucky",0,91.4285714285714,104.821428571429
2017,"Louisiana",0,103.5,107.090909090909
2017,"Maine",0.181818181818182,121.727272727273,99.2727272727273
2017,"Maryland",0.25,117.5625,97
2017,"Massachusetts",0.230769230769231,129.615384615385,93.1538461538462
2017,"Michigan",0,104.25,87.3214285714286
2017,"Minnesota",0,86.3,160.65
2017,"Mississippi",0,78.0909090909091,116
2017,"Missouri",0.0476190476190476,98.9523809523809,84.9047619047619
2017,"Montana",3.78947368421053,188.789473684211,191.736842105263
2017,"Nebraska",0,89.3333333333333,117
2017,"Nevada",0.555555555555556,144.111111111111,62.5555555555556
2017,"New Hampshire",0.142857142857143,104.857142857143,50.2857142857143
2017,"New Jersey",0,115.625,122.3125
2017,"New Mexico",0.25,133.8125,67.875
2017,"New York",0.103448275862069,101.51724137931,87.3103448275862
2017,"North Carolina",0,87.0277777777778,101.305555555556
2017,"North Dakota",0.545454545454545,139.363636363636,66.5454545454545
2017,"Ohio",0.0256410256410256,105.692307692308,107.717948717949
2017,"Oklahoma",0.037037037037037,92.3333333333333,68.2222222222222
2017,"Oregon",4.95652173913043,215.130434782609,287.086956521739
2017,"Pennsylvania",0.0810810810810811,106.054054054054,140.837837837838
2017,"Puerto Rico",0.0909090909090909,110.636363636364,49.2727272727273
2017,"Rhode Island",0.333333333333333,144.666666666667,146.333333333333
2017,"South Carolina",0,84.1578947368421,85.3157894736842
2017,"South Dakota",0.2,107.9,122.4
2017,"Tennessee",0.0434782608695652,89.695652173913,143.04347826087
2017,"Texas",0.166666666666667,113.833333333333,127.833333333333
2017,"Utah",1.42857142857143,136.714285714286,57.2142857142857
2017,"Vermont",0,76.75,96.75
2017,"Virgin Islands",0,73,46.5
2017,"Virginia",0.0303030303030303,74.969696969697,61.6060606060606
2017,"Washington",3.93333333333333,183.5,289.733333333333
2017,"West Virginia",0,82,91.2857142857143
2017,"Wisconsin",0,100.666666666667,79.3333333333333
2017,"Wyoming",0.529411764705882,167.588235294118,18.8823529411765
2018,"Alabama",0.117647058823529,98.5294117647059,132.705882352941
2018,"Alaska",1.375,84.125,166.375
2018,"Arizona",1,199.538461538462,36.0769230769231
2018,"Arkansas",0,94.3333333333333,128.25
2018,"California",9.69811320754717,231.11320754717,138.716981132075
2018,"Colorado",0.818181818181818,128.606060606061,31.9090909090909
2018,"Connecticut",1.125,144,73
2018,"Country Of Mexico",5,244,49.5
2018,"Delaware",0,141,96.3333333333333
2018,"District Of Columbia",1,164,165
2018,"Florida",0.0512820512820513,101.384615384615,102
2018,"Georgia",0,94.6206896551724,154.379310344828
2018,"Hawaii",0.5,86,249.75
2018,"Idaho",0.9,150.65,287.2
2018,"Illinois",0.434782608695652,124.434782608696,115.478260869565
2018,"Indiana",0.108108108108108,115.378378378378,100.918918918919
2018,"Iowa",0,97.1875,176.25
2018,"Kansas",0.0909090909090909,104.727272727273,66.6363636363636
2018,"Kentucky",0.111111111111111,101.074074074074,103.37037037037
2018,"Louisiana",0.0454545454545455,103.727272727273,111.954545454545
2018,"Maine",0.2,113.8,81.1
2018,"Maryland",0.125,122.0625,97.25
2018,"Massachusetts",0,117.230769230769,103
2018,"Michigan",0.214285714285714,121.392857142857,81.1428571428571
2018,"Minnesota",0,99.8571428571429,180.47619047619
2018,"Mississippi",0.0909090909090909,105.363636363636,150.272727272727
2018,"Missouri",0.0476190476190476,109.238095238095,90.7142857142857
2018,"Montana",1.36842105263158,140.421052631579,187.263157894737
2018,"Nebraska",0,82,113.111111111111
2018,"Nevada",0.777777777777778,140,63.5555555555556
2018,"New Hampshire",0,95.4285714285714,54.4285714285714
2018,"New Jersey",0.5,140.125,127.375
2018,"New Mexico",0.5,107.625,70.5
2018,"New York",0.178571428571429,122.678571428571,96.5714285714286
2018,"North Carolina",0,90.75,96.5833333333333
2018,"North Dakota",0.2,109.9,82.2
2018,"Ohio",0.05,107.775,110.6
2018,"Oklahoma",0.12,122.52,86.32
2018,"Oregon",4.47826086956522,164.434782608696,291.434782608696
2018,"Pennsylvania",0.128205128205128,111.615384615385,114.076923076923
2018,"Puerto Rico",1,99.8571428571429,138
2018,"Rhode Island",0,134,169.333333333333
2018,"South Carolina",0,82.7777777777778,141.111111111111
2018,"South Dakota",0,135,116.5
2018,"Tennessee",0.0434782608695652,97.5217391304348,178.04347826087
2018,"Texas",0.571428571428571,130.142857142857,130.571428571429
2018,"Utah",0.933333333333333,131.133333333333,53.1333333333333
2018,"Vermont",0,82.75,103.5
2018,"Virgin Islands",0,74.6666666666667,69
2018,"Virginia",0,80.09375,63.625
2018,"Washington",4.4,196.2,296.4
2018,"West Virginia",0,86.3571428571429,81.0714285714286
2018,"Wisconsin",0.481481481481481,124.518518518519,89.2222222222222
2018,"Wyoming",0.166666666666667,106.5,14.8333333333333
2019,"Alabama",0,88.8235294117647,125.117647058824
2019,"Alaska",2.33333333333333,146.333333333333,181.888888888889
2019,"Arizona",0.153846153846154,162.461538461538,38.8461538461538
2019,"Arkansas",0,83.6153846153846,114.846153846154
2019,"California",2.66037735849057,226.264150943396,98.3962264150943
2019,"Colorado",0.0714285714285714,95.0357142857143,37.6071428571429
2019,"Connecticut",0.75,131.625,69.5
2019,"Country Of Mexico",0,135,0
2019,"Delaware",0,104,94.3333333333333
2019,"District Of Columbia",1,157,112
2019,"Florida",0,92.7948717948718,103.051282051282
2019,"Georgia",0.103448275862069,105.379310344828,159.241379310345
2019,"Hawaii",0.25,93,247.75
2019,"Idaho",0.15,89.75,286.1
2019,"Illinois",0.130434782608696,106.04347826087,123.304347826087
2019,"Indiana",0,89.4594594594595,97.2702702702703
2019,"Iowa",0,85.25,163.1875
2019,"Kansas",0.0909090909090909,100.545454545455,80.7272727272727
2019,"Kentucky",0,81.5185185185185,79.3333333333333
2019,"Louisiana",0,91.6363636363636,112.818181818182
2019,"Maine",0.1,92.8,79.2
2019,"Maryland",0,108.75,82.75
2019,"Massachusetts",0,96,82.6923076923077
2019,"Michigan",0,90.8214285714286,75.9285714285714
2019,"Minnesota",0.0476190476190476,96.4285714285714,173.47619047619
2019,"Mississippi",0,92.1,163.3
2019,"Missouri",0.0476190476190476,91.1904761904762,90.6666666666667
